Output,Input
"Title: Hire Me!  I'm Nice!
Grade Level: 5th - 8th Grades
Description: Language Arts, Writing, Writing Process
Objective: Students practice creating resumes.
Directions: Since many students do not yet work, one way to practice resume writing is to have students pick a career they might be interested in pursuing in the future.  With the help of the class, list several possible career choices on the board or overhead.  Next, pass out sections of the classifieds to the students.  Explain how the classifieds are organized.  Show students how to find jobs that have been listed on the board.  Next, look for jobs that no one has mentioned.
After students have seen what types of jobs are available, you can assign careers in one of two ways:

Have students look through the classifieds and decide on a job.
Have students draw from a collection of classified advertisements that you have previously cut out and gathered.

When students decide on jobs, help them determine what type of education, work experience, etc., they will need for the job.  Encourage students to be creative and make up whatever information they will need for their resume.
Have students create their own resumes by studying the sample resume on page 51.  If students do not have access to a computer, you may want to allow the resumes to be handwritten.
For an optional activity, hand out only five or six different job descriptions to the entire class.  This way several students will apply for the same job.  Determine which students have the same jobs and set up a date for students to interview for the position.  The teacher can act as the employer, or another adult can be invited to the classroom to help with this activity.  Have the students interview for the jobs and compare their resumes to determine who gets ""hired"" for the position.
Use the following information to instruct students about writing a resume:
Unless you happen to know a friend or relative who is hiring, getting a job is not always easy.  It takes more to get a job than simply being a nice person.  Most companies will require you to show how qualified you are for the job you want.  Most will want to know your educational background and other job-related experiences that you've had.
Employers do not expect students to have extensive work experience, but they do want a resume that shows you have experience as a leader and that you would be a benefit to the company if they hired you.
Not every job requires a resume.  Many jobs only require that you fill out an application.  However, it is a good idea to have an updated resume on file at all times so that when a job becomes available that does require a resume, you are ready to go.  Remember these helpful hints when writing your own resume:

A resume lists a person's qualifications for a job.
It includes a person's name, address, and telephone number.
It includes a person's educational information and previous work experience.
Information on a resume should be listed in chronological order, listing the most recent experiences first.


On a resume, do not include your work experience if it is not relative to the job you are trying to get.  As a person gains more education, it is no longer necessary to include information such as middle school attended, etc.  However, if you are a student in high school and you are trying to get a job as a counselor at a summer camp, this type of information is relevant to your resume.
A resume should always be typed, and it should be no longer than one page.  There is no one correct style for a resume, but information should be neatly arranged on the page.  Remember that you are trying to persuade someone to hire you, so be sure and emphasize any qualifications you might have that will help you get the job.  A student looking for a job may want to include on his or her resume  items such as community service or future goals.
Some companies may ask for a written reference from your friends, family, or past employers.  A written reference is a letter from someone that recommends you as a good employee or worker.  Others may ask for a list of names and phone numbers of your references so that the employer can call and speak personally to the references you have given.
Resources: 
, Sample Resume, 
,  Computers, 
,  Classified Ads, 
","Develop a creative creative learning activity for 5th - 8th Grades students focused on 'an adventure with a special theme', with fun challenges that span multiple days."
"Title: Impromptu Speech
Grade Level: 5th - 8th Grades
Description: Language Arts, Oral Language, Listening, Speaking
Objective: Students will practice public speaking by giving short imprompt speeches.
Directions: The impromptu speech is an unprepared speech that one gives with spontaneity.  It is often done when the speaker draws a topic--sometimes a silly one--and gives the speech off the top of his or her head.  Each member of the class can supply one topic to put into the drawing.  If preferred, the class may base their speeches on the topics suggested on page 15.  
A speaker may prepare an impromptu speech by following the basic three-point speaker outline:  Introduction, Body, and Conclusion.

 Notes on the Introduction
The introduction may be an attention-getting statement, joke, or anecdote.  It is always a good idea for speakers to learn famous or well-known quotations, since these make great introductions.  It is also possible to present a simple incident in a dramatic or storytelling format.
Example:  A young child rummages through the garbage behind a grocery store.  She pulls her thin jacket around her frail body and shivers against the cold.  For her, this subject--hunger in America--is a harsh reality.
This introduction has accomplished several goals:

gotten the attention of the listener
personalized the subject
created sympathy for a presented need
provided an organizational tool to restate the need and develop a conclusion.

Notes on the Conclusion
When presenting a conclusion, refer back to the introduction.  
Example:  Feeding the hungry may hold little interest for the comfortable, but, to the child rummaging through garbage for provisions, it is of immediate interest today--and has an even graver impact on her tomorrows.
Resources: 
, copies of the activity sheets (see the link below), 
","Help me prepare a week-long creative learning project for 5th - 8th Grades that brings 'an adventure with a special theme' into the classroom, with students completing engaging activities."
"Title: Introductions and Conclusions
Grade Level: 5th - 8th Grades
Description: Language Arts, Writing, Writing Process
Objective: Students learn about the importance of introductions and conclusions when writing an essay.
Directions: We all know the importance of teaching students to write clear, well-structured essays.  After all, the essay is the basic of most academic writing.  But we also know that teaching essay writing is not easy.  An introduction and conclusion are vital elements of a good essay.
The introduction of an essay serves two purposes: it clarifies what the essay is about, and it grabs the readers interest.  The first goal is straightforward.  The second is more challenging.
Ask students to think about some of their favorite movies.  Ask them to think about how the movies begin.  They will probably discover that most movies begin with a dramatic or suspenseful opening.  This is called a hook.  Whether it is a bit of slapstick humor or a violent encounter, the hook is intended to get you involved with the story right away and keep you watching.  The same principle applies to essay writing.
Tell students that this does not mean that they must begin their essays with a sensational opening.  However, they should interest the reader by showing, not telling.  Read the following two sentences to them:
""Kids eat a lot of food that is really bad for them.""
""The sugar-coated purple cereal is disappearing as you slurp it down with chocolate milk.""
The first sentence does a good job of clarifying the topic.  But which did students prefer?  The second version is more lively, beginning with a story line and grabbing the interest of the reader.  The words are lively and we are shown someone eating instead of being told about it.
The first sentence does not have to be quite so dramatic to catch the interest of the reader.  A sentence that gets the reader involved can also work.  For example-""What do you think of when you hear the words health food?""
The primary purpose of the conclusion is to bring the paper to an end, to wrap it up.  Like introductions, good conclusions are interesting, leaving the reader with a strong sense of the paper.  You should mention the points that you just covered, but you don't need to spell them out.  This can be done in a number of ways.  Read the following two conclusion sentences to students:
""In conclusion, eating healthful foods makes a lot of sense.""
""So, the next time you pop that jaw breaker into your mouth, the next time you eat oily potato chips for dinner, remember that there are tasty choices that won't hurt your body.""
The first sentence is OK.  It uses the helpful phrase in conclusion and reminds the reader what he or she just read.  But ask students again which sentence they preferred.  The second example is livelier and brings the essay to a close while keeping the reader involved.  It also has the same kinds of story line as the second introduction.  This is called an envelope strategy, which is common in essay and story writing.  You open and close your essay in the same way.  This helps to give your essay a sense of order.
Distribute copies of the Introductions and Conclusions activity sheet to students and have them try writing some interesting and lively introductions and conclusions.
Resources: 
, Introductions and Conclusions activity sheet (one per student), 
, pencils or pens, 
","I need a multi-day creative learning unit for 5th - 8th Grades students, themed around 'an adventure with a special theme', with activities that encourage exploration and mastery."
"Title: Leads for Descriptive Writing
Grade Level: 5th - 8th Grades
Description: Language Arts, Reading, Writing, Writing Process, Traits of Writing
Objective: The students will write a lead that develops the reader's interest and introduces the descriptive writing topic.
Directions: Procedure

Write a definition of a lead on the chalkboard or overhead: A lead is the way the author starts the text.   Leads must grab the reader and entice him/her to read on.
Read aloud the Example of a Description of Action (included with lesson plans).  Discuss with the students the following questions: Does this lead grab your attention?  Why or why not?  What words or phrases help develop your interest?  What is the topic of this descriptive piece of writing?
Display the activity page entitled, Kinds of Leads for Descriptive Writing. 
Have the students brainstorm a topic.  Instruct them to write two different leads for this topic and use the reproducible to guide their drafting.
Divide the students into pairs and have them read each of their leads aloud to their partners.  Have partners choose the lead that is the most engaging.  

Portfolio Piece
Have students write leads to be included in their portfolios.  Ask students to also write a reflection explaining how the kind of lead they chose will grab their reader's interest and make him/her want to read further. 
Publishing
Create an interactive bulletin board with student samples of each kind of lead posted on the board.  Make a folder of sentence strips identifying each kind of lead.  Students can match the kind of lead with the student example.
Technology Connection
Have students use a word-processing program to write their leads.  Encourage students to use spell check and grammar check.
Home-School Connection
Have students read a descriptive piece of writing in a magazine, highlight the lead, and discuss the method used to write the lead with a family member.
Assessment
Use the rubric for descriptive writing (included with activity pages)  to score the students' leads.
Resources: 
, copy of Example of a Description of Action for teacher, 
, copies of other activity pages for students, 
",Design a language arts lesson for a 5th - 8th Grades class inspired by 'imaginative storytelling'. The plan should include a narrative writing workshop that develops characters and plots over several days.
"Title: My Virtual Adventure
Grade Level: 5th - 8th Grades
Description: Language Arts, Writing, Writing Process
Objective: Students use descriptive language to write about imaginary adventures.
Directions: Ask students if they have ever thought of traveling to foreign places.  Write their destinations on the board and have students discuss them.
Encourage students to think about why people voluntarily go on adventures.  Why are people willing to risk their lives?  What do people gain from their adventures?
Discuss with students what they would need to bring on their adventures.  Who would they take along with them?  How long would it take?  What would happen?
If time permits, allow students to read their stories aloud to the class.
Resources: 
, My Virtual Adventure activity sheet, 
, pens or pencils, 
",Design a creative learning lesson for a 5th - 8th Grades class inspired by 'an adventure with a special theme'. The plan should include a unique set of engaging activities designed to captivate student interest.
"Title: Newspaper Scavenger Hunts
Grade Level: 5th - 8th Grades
Description: Language Arts, Reading, Reading Comprehension
Objective: Students use the newspaper to find specific information.
Directions: This is an enjoyable activity that can be incorporated into the classroom curriculum or used as Friday afternoon lessons.  Before you begin, have students bring in newspapers from home.  If students are unable to bring in newspapers, you can contact your local newspaper.  Many publishers have specific programs for schools where copies of newspapers can be purchased at a reduced rate.  Find an empty counter space and stack them in specific sections.  For example, in one pile put sports, in another pile put want ads, etc.
Scavenger Hunts are random ten-item lists.  No two students will have the same answers on their sheets upon completion of this activity. 
You might wish to divide the class into groups.  Have each group go to the newspaper counter and take a section from each pile.  Give the groups a copy of the Scavenger Hunt work sheet to put their answers on.  Each group will also need scissors and glue.  Students may use any section of the newspaper to find possible solutions.  Allow students to use maps or other reference materials as needed.
You will have to judge whether or not students find appropriate responses.  Have students justify their answers if there are doubts.  For example, if the list item says ""Something that you eat for lunch,"" and a group of students glues the word ""egg"" on their answer sheet, you might respond by telling them that an egg is a breakfast food.  If one student tells you that he or she had an egg salad for lunch, the group should be given credit for their response.  Interactions like these are not uncommon.  Allow students to use words or pictures from the newspaper, especially when the list item is followed by ""word"" or ""picture.""
Resources: 
, newspapers, 
, Scavenger Hunt instructional sheet (one hunt per student or group), 
, Scavenger Hunt work sheet (one per student or group), 
, scissors, 
, glue, 
","Help me prepare a week-long creative learning project for 5th - 8th Grades that brings 'an adventure with a special theme' into the classroom, with students completing engaging activities."
"Title: Photography
Grade Level: 5th - 8th Grades
Description: Language Arts, Writing, Writing Process, Art, Appreciation
Objective: The students will learn to use photography as an editorial enhancement.
Directions: This activity can be done in several parts.

Distribute page 124.  Discuss the ""photographs"" with the students and what might be happening in them.  Also discuss captions.  Define captions as brief descriptions or commentaries on photographs or illustrations.  After your discussion, have the students complete page 124.  Share their ideas.
Divide the students into groups.  Give each group an article and accompanying photograph.  Also distribute page 125.  Have each group answer the questions on page 125 in regards to the photograph and article.  Afterwards, discuss their findings.
Discuss the importance of showing only what is important to display in any photograph used with writing.  Tell the students that this is accomplished through cropping.  Cropping removes all superfluous, fuzzy, or potentially confusing elements.  Distribute page 126 to the students and ask them to crop the ""photographs"" there.  Afterwards, share their cropped photographs and discuss them.  Are most of the students' cropped photographs the same?
Now that the students have learned the basics of photographs that accompany writing, it is time for them to start from scratch.  Each student should write an editorial essay on a topic of his or her choice, taking the writing through the writing process.  When nearly complete, the student should either find a photograph or two from magazines and newspapers to include with the final draft or actually take accompanying photos with a camera.  (A third alternative is for the student to draw the photos.)  The final draft should be written with spaces for the photographs (as in a newspaper article).  If desired, this can be done on a computer, with the photographs scanned in place.
Share and display the editorials.

Resources: 
, copy of ""Caption Writing"" (page 124) for each student, 
, copy of ""Choosing a Photograph"" (page 125) for each student, 
, copy of ""Crop These"" (page 126) for each student, 
, writing paper, 
, pens or pencils, 
, old magazines and newspapers, 
, articles and accompanying photographs cut from magazines and newspapers, 
, scissors, 
, glue sticks, 
, cameras and film (optional, 
",Design a creative learning lesson for a 5th - 8th Grades class inspired by 'an adventure with a special theme'. The plan should include a unique set of engaging activities designed to captivate student interest.
"Title: Preposition Practice
Grade Level: 5th - 8th Grades
Description: Language Arts, Writing, Grammar
Objective: Students learn how to use prepositions.
Directions: Give students an introduction to prepositions.
Prepositions--Words that show a relationship between other words
To see how prepositions work, look at these two words:  
fox   log 
Prepositions can show the relationship between the fox and the log:
The fox was under the log.
The fox was on the log.
The fox was by the log.
The fox was in the log.
Prepositions always start prepositional phrases.  A phrase is a group of words that doesn't make a whole sentence--a group of words that do a job together.  These are all prepositional phrases:
under the log, on the log, by the log, in the log 
Prepositional phrases always begin with a preposition and end with the object of the preposition.  The object of the preposition is a word that answers What? or Whom? about the preposition.  Under what? The log.  On what?  The log.  In all the above prepositional phrases, log is the object of the preposition.
Here is a list of common prepositions:



 aboard
            about
            above
            across
            after
            against
            along
            among
            around
            at   
 before
            behind
            below
            beneath
            beside
            besides
            between
            beyond
            but
            by   
 down
            during
            except
            for
            from
            in
            inside
            into
            like
            near   
 of
            off
            on
            onto
            out
            outside
            over
            past
            through
            throughout   
 to
            toward
            under
            underneath
            until
            up
            upon
            with
            within
            without   




Prepositions can also be made up of more than one word.  These are called compound prepositions.  Here are some common compound prepositions:



 according to
            aside from
            as of
            because of

 in addition to
            in front of
            in spite of
            instead of

 next to
            on account of
            out of
            prior to   



Resources: 
, Preposition Practice activity pages (3 per student), 
, pens or pencils, 
","Develop a creative creative learning activity for 5th - 8th Grades students focused on 'an adventure with a special theme', with fun challenges that span multiple days."
"Title: Prepositions
Grade Level: 5th - 8th Grades
Description: Language Arts, Writing, Grammar
Objective: Students will learn about prepositions and practice using them.
Directions: Introduction
Prepositions are words we use to show the relationship of a noun or a pronoun to another word in the sentence.  They can be called place words because they often tell us the positions of things. 
Examples:  
The puppy is on the chair.
The girl is beside the chair.
The bone is under the chair.
The prepositions on, beside, and under all refer to the noun chair.  They tell us the relationship between it and the puppy, the girl, and the bone.

Problem prepositions
among/between-Something is shared among several people or things (three or more).  Something is shared between two people or things.
Examples:  
I divided the cake among the whole class.
I divided the cake between Mary and me.
in/into-In shows position in one place.  Into shows movement from one place to another.
Examples:  
The teacher is in the room.
The boy dived into the river.
different from-One thing or person is different from another.  Never say different than.
beside/besides-Beside means at the side of.  Besides means in addition to.
Examples:  
The teacher stood beside the table.
Several girls were there besides Margaret.

Preposition or adverb? 
Some prepositions may look like adverbs.  To tell whether the word is a preposition or an adverb, look at the way it is used.  Look at the following sentences.
I fell down.  Down is an adverb of place.  It tells where I fell.
I walked down the road.  Down is a preposition governing road.
Remember also that a preposition has a noun or pronoun after it.
Teaching Strategies 
Question time 
Ask children to describe the positions of some objects in the classroom.  Tell children they must reply using a preposition in a sentence.
Where is the clock?
The clock is under the picture.
Where is the television?
The television is beside the table.
Preposition opposites 
Have children provide the opposites of given prepositions.
The snake crawled over the rock.
The snake crawled under the rock.
Jumbled prepositions
Give children exercises in which the prepositions are jumbled.  Have children identify the preposition or write it correctly.
The bird flew (voer) the tree.
The bird flew over the tree.
Word Bank Prepositions



 above   
 by   
 opposite   


 across   
 down   
 outside   


 after   
 during   
 over   


 against   
 except   
 past   


 among   
 for   
 since   


 around   
 from   
 through   


 at   
 in   
 to   


 before   
 inside   
 towards   


 behind   
 into   
 underneath   


 below   
 near   
 until   


 beside   
 of   
 upon   


 between   
 off   
 within   


 beyond   
 onto   
 without   



Resources: 
, copies of the student activity pages (see the link below), 
","I need a multi-day creative learning unit for 5th - 8th Grades students, themed around 'an adventure with a special theme', with activities that encourage exploration and mastery."
"Title: Problem and Solution:  Piece of Pie
Grade Level: 5th - 8th Grades
Description: Language Arts, Writing, Writing Process, Mathematics, Data Analysis and Probability
Objective: The students will use pie charts to support their writing.
Directions: 

Instruct each student to write a list of everything he or she does during a normal day and approximately how much time he or she spends doing each thing.  You might wish to have each student keep track of his or her time over the course of a day or two.
Distribute the Piece of Pie Chart work sheet.  Discuss the chart with the students.  Explain how each segment represents a percentage.  (Review percentages and fractions, if necessary.)
Draw the chart from the work sheet on the board, but change the percentage information.  Have the students come to the board to reconfigure the chart, reflecting the new statistics.
Distribute one copy of the Pie Chart Teplate to each student.  Have the student use the gray guidelines to complete the chart for the way he or she spends the day.  The gray lines mark every hour.  The student should trace over the appropriate lines with a crayon.  The represented segment (label) can then be written darkly in the space with pencil or pen, and then the space filled in lightly with crayon so as not to cover the label.  Each segment should use a different color crayon so they are easily distinguishable from one another.
Looking at the completed pie chart, each student should consider the use of time it reflects and find a problem area (e.g., too much television time or too little sleep).  Now, distribute a second copy of the Pie Chart Template.  Determining the problem, the student should complete a new pie chart that reflects a solution--a better use of time.
With pie charts in hand, the student will write a problem-and-solution essay:  the problem is the original use of time, and the solution is the new arrangement.  The neat and colored pie charts can be bound with the completed writing and displayed for others to see.

Resources: 
, copy of Piece of Pie Chart (see the link to the activity sheets below) for each student, 
, two copies of Pie Chart Template (see the link to the activity sheets below) for each student, 
, pencils, 
, writing paper, 
, colored pens or pencils, 
, crayons, 
","I need a multi-day creative learning unit for 5th - 8th Grades students, themed around 'an adventure with a special theme', with activities that encourage exploration and mastery."
"Title: Synonyms: Say It Again!
Grade Level: 5th - 8th Grades
Description: Language Arts, Reading, Vocabulary
Objective: Students focus on synonyms to expand and broaden their vocabularies.
Directions: 
This activity will allow students to see new and different words they can use in their writing.  Show them how to say the same old thing in a new way!
Discuss with the class synonyms, words that have similar meanings.  Show them that the thesaurus is a handy reference book to find synonyms for words.  As a class, look up synonyms for the following words:



 small
 strange
 famous
 curious
 kind
 secret
 only

Allow students to look up words in the dictionary or thesaurus as they complete their activity sheets.
Resources: 
, Say it Again! activity sheet, 
, pens or pencils, 
",Design a creative learning lesson for a 5th - 8th Grades class inspired by 'an adventure with a special theme'. The plan should include a unique set of engaging activities designed to captivate student interest.
"Title: Sending E-mail
Grade Level: 5th - 8th Grades
Description: Language Arts, Writing, Writing Process
Objective: Students learn about writing and sending e-mail.
Directions: Faster Than the Pony Express:
Discuss e-mail with students.
If they own computers, chances are they have either sent or received e-mail.
Ask them, what's so special about e-mail? It's fast and convenient. E-mail messages are received instantly; and depending on the computer used, you can also send and receive pictures and voice messages with your mail. Traditional snail mail simply can't compare to the speed of the computer.
Discuss with students that writing a letter that is to be sent by e-mail is a little different than writing a letter that is to be sent through the postal service. One of the main differences is that all e-mailed letters are typed. Another obvious difference is there is no stamp or envelope needed.
There are a few rules you need to follow when sending and receiving e-mail.

Do not write in all capital letters. IT LOOKS LIKE YOU ARE YELLING WHEN YOU DO THIS!
Do include a salutation. It makes the letter more personal.
Do use correct capitalization and punctuation.
Do check your spelling.
Do not say anything you might regret. Once you hit the send button, your e-mail has been electronically mailed.
Do reply promptly to e-mail that requires a response from you.


E-mail does not require a written signature. Since the letter is not printed on paper, a signature is not required. You can, of course, type your name at the end of the letter if you wish. Also, you do not need to include the date. Mail that is sent via the computer automatically includes the date.
If you are planning to send an e-mail, the screen will show a display that looks similar to this:



 Send To: 
 


 Subject: 
 




The e-mail address of the person who is receiving the letter should be placed in the ""send to"" box. You do not have to fill in the ""subject"" box, but it is a good idea to put some type of note to let the reader know what the letter will be about. For example, if you are writing to tell the person about your dog's trip to the veterinarian, you might write ""Duncan's checkup.""
Distribute the activity sheet and have students complete the activity.
Resources: 
, Sending E-mail activity sheet, 
, pencils or pens, 
","Develop a creative creative learning activity for 5th - 8th Grades students focused on 'an adventure with a special theme', with fun challenges that span multiple days."
"Title: Show!  Don't Tell!
Grade Level: 5th - 8th Grades
Description: Language Arts, Writing, Writing Process
Objective: Students use strong, colorful action verbs instead of overused, dull verbs to make writing more detailed and interesting.
Students use original and vivid adjectives instead of common, boring adjectives to make writing more exciting and colorful.
Directions: Introduce the activity by posting and introducing the ""Characteristics of Elaborated Paragraphs"" and defining ""elaboration.""
Characteristics of  Elaborated Paragraphs

The writer clearly states the main idea in the topic sentence.
The writer supports the main idea with at least three examples.
Sentences are related and connected.
The writer uses vivid adjectives, strong verbs, and exact nouns.
The writer uses an anecdote with a beginning, middle, and end.
The paragraph includes quotes, dialogue, sensory images, similes, facts, and statistics that support the main idea.
The concluding sentence restates the main idea and brings the paragraph to a definite close.
The writer uses age-appropriate vocabulary.
The sentence structure is varied.
The paragraph contains correct spelling, grammar, capitalization, and punctuation.
    Practice with strong verbs, vivid adjectives, exact nouns, expanding sentences and ""Show! Don't tell!"" sentences with the activity sheets.

Resources: 
, Show!  Don't Tell! Activity sheets, 
, writing materials, 
","Help me prepare a week-long creative learning project for 5th - 8th Grades that brings 'an adventure with a special theme' into the classroom, with students completing engaging activities."
"Title: Storytelling:  Chill Out
Grade Level: 5th - 8th Grades
Description: Language Arts, Oral Language, Listening, Speaking
Objective: Students practice the art of storytelling.
Directions: Storytelling

The art of storytelling has been around almost as long as humans have.  Stories have been passed down as family treasures to be taken out, enjoyed, wrapped in memories, and carefully tucked away to be cherished by yet another generation.  The stories of how our families came to settle where they did; how they survived hard times; how our parents, grandparents, and aunts and uncles met and married have become the keynote speeches of the family dinners.
The ability to relate a story well is a skill that will enrich everyone's lives and create emotional ties between new generations of our families and friends.  These are the stories most requested by separated or adopted children.  The stories provide us with a sense of belonging and a secure place in the world.

Stories are priceless gifts that should not be lost with the passing of our family members but should be filed away to be discovered and treasured by future generations.  The struggles our families faced to settle a new world and our victories over those struggles provide our strength to overcome future struggles that we--or our children--might face.

We are all survivors of the perils of the ages and have in our families stories of the Civil War, westward expansion, persecution, and the fabric that makes up the history of mankind.  Develop and preserve these stories and the ability to relate them.

The activity that follows provides the format and opportunity to develop these storytelling skills.  The stories may be organized by use of an organizer called the storyboard.  The stories need not be written out but rather organized in topical format, or outline, and related to the group.

Storytelling:  Chill Out

No storytelling unit would be complete without the tale of terror.  The ""gotcha'"" stories are in this category also.  A gotcha' story is one that sounds frightening and is filled with suspense.  At the end the storyteller yells out and grabs someone close saying ""Gotcha'!""  These stories are often related in the dark, at camp outs, and at slumber parties.  No doubt you have already heard many.
This is a story type that allows the storyteller to set the mood.  The speaker may build suspense by using facial expressions or vocal inflections.  A good storyteller can scare the daylights out of his or her listeners!  The success of recent horror movies shows us that many of us love to be scared.  Perhaps it is a way of confronting our fears and making us see how silly they really are.  There are classic tales of terror that have been told for generations.

Assignment:  Prepare and tell a tale of terror you have heard, or create an original.  Use the storyboard organizer on page 100 to prepare your story and share it with the class.  The following is a list of classic tales of terror that circulate today.  These might help you select your own tale of terror.

The Man with the Hook Arm
The Hitchhiker
A babysitter gets a call from a murderer who claims he is calling from inside the house.
A girl is followed home by a man who keeps turning on his bright lights, only to discover he is trying to protect her from the person hiding in her back seat.
The girl at the slumber party  who goes to the grave to  plunge in a letter opener  to prove to others she is  not afraid.  She  unknowingly plunges it  into the hem of her  nightgown.  It pins her to  the grave; and thinking  she is being grabbed  by the living dead, she  dies of fright. 

These are common stories, but you may have better tales of terror to tell!
Resources: 
, Storytelling activity sheet, 
, pencils, 
",Design a creative learning lesson for a 5th - 8th Grades class inspired by 'an adventure with a special theme'. The plan should include a unique set of engaging activities designed to captivate student interest.
"Title: The Star of My Show
Grade Level: 5th - 8th Grades
Description: Language Arts, Writing, Writing Process
Objective: Students create star mobiles to highlight writing of their own lives, focusing on their achievements since birth.
Directions: 

Ask each student to brainstorm significant events from his or her life onto a sheet of paper.  The student should then organize those ideas in sequence.  (The student should list at least five items but no more than fifteen.)
Have each student write an autobiographical narrative of his or her life, telling the story through the narration of these significant events.  (The student need not go into significant detail about any  single event; leave such detail for a future writing assignment.)  Have the student edit and revise as you desire.
Distribute page 25.  Ask each student to cut out the star patterns.  The student should count the number of events listed in his or her narrative and reproduce that number of stars onto a desired color of construction paper.  The stars should graduate in size:  the most distant events will be written on the smallest stars and the most recent on the largest.  The largest star of all should be reserved for the top of the mobile.
Using fine-point markers, have the student write the events on the stars, one event per star (graduating the stars as stated in step 3).
Punch a hole in the top of each star.
Have each student trace the pattern of the largest star onto cardstock.  Glue the cardstock to construction paper with the pattern facing up.  Cut out the cardstock star.  Punch a hole near the tip of each of the star's five points.
Cut a length of fishing line or thread and staple it to the center of the cardstock star.  (Staple the thread to the cardstock side.  The construction paper side should face down.)  Then tie lengths of line to each hole at the star's points, graduating the lengths so they are progressively longer.
Tie the ""life event"" stars to the threads in order, tying the smallest star to the shortest string.  If there are more than five events, punch holes in the bottom of the hanging stars and add graduated lengths of thread to them, adding the additional stars until they are all hanging.
Tack or staple the mobiles to the ceiling.  Display the autobiographical narratives on a nearby bulletin board, bordered with stars.

Resources: 
, copy of ""The Star of My Show Patterns"" (page 25) for each student, 
, yellow, white, and light blue construction paper (silver and gold, too, if available), 
, cardstock, 
, scissors, 
, fishing line or white thread, 
, hole punches, 
, writing paper, 
, pens or pencils, 
, fine-point markers, 
, glue sticks, 
, stapler, 
, thumbtacks (optional), 
",Design a creative learning lesson for a 5th - 8th Grades class inspired by 'an adventure with a special theme'. The plan should include a unique set of engaging activities designed to captivate student interest.
"Title: Twin Words
Grade Level: 5th - 8th Grades
Description: Language Arts, Reading, Vocabulary
Objective: Students learn about twin words.
Directions: Introduction 
Grammar is concerned with the way an overall text is structured to engage an audience and to deliver its message and with the way we choose particular words appropriate to that audience and message.  It is important to generate an interest in words and to encourage children to be thoughtful about the words they use.  If students develop an interest in language at an early age, they should continue to appreciate throughout their school life and into adulthood the richness and diversity of our ever-growing language.
Review twin words with students.  These are words that are often paired together, especially in speech.  Example:  salt and pepper
Have students complete the Twin Words activity sheet.
Try some of these teaching strategies for additional grammar practice.
Homophone hunt 
Write a list of words on the chalkboard.  Challenge students to think of the corresponding homophones.  They can also create cartoons to illustrate the homophones.



allowed/aloud
ate/eight
eye/I
bare/bear


bean/been
blew/blue
board/bored
brake/break


flea/flee
hear/here
knit/nit
one/won


pair/pear
sun/son
 




Fish 
On blank playing cards write pairs of synonyms, antonyms, or homophones. Encourage children to play ""Go Fish"" with them.
Scattered letters
Write a selection of letters scattered on the chalkboard.  Have children think of as many words as they can using the letters.  Make the game more challenging by introducing a timer.
Word collection
Organize a word collection bulletin board in the classroom.  Encourage children to find, collect, and then display words on the board.  The board could have a number of different headings, such as Interesting Words,  Words That Sound Funny,  Words That Sound Like Noises,  Words That Sound Important.  Ask children to think of other headings they would like to use.
Tongue twisters 
Challenge children to say a tongue twister quickly.  Then have them make up their own tongue twisters for their friends to try.
She sells seashells by the seashore.
Odd words 
Have children search for words with interesting or unusual features.  Here are some to start them off.
hijinks: three dotted letters in a row
strength: eight letters but only one vowel
subbookkeeper: four sets of double letters
facetious: all the vowels in their correct order
cauliflower: contains all the vowels
education: contains all the vowels
Daily letter race 
Challenge children to write in two minutes all the words they can that begin with the first letter of that day of the week.
Word link
Have one child say a word.  The next child has to respond by saying a word that starts with the letter that the first word ended with.  Make the game more or less challenging by setting a rule determining the minimum number of letters or syllables that the words must have, or require a specific part of speech.



Rule:
two or more syllables


First child:
humor


Second child:
rubble


Third child:
elephant




Continuous story
Divide the class into groups.  Have one child in each group start a story by saying one word.  The next child in the group then adds another word and so on until the group has, word by word, written a story that makes sense.  The group that can go on the longest is the winner.
Resources: 
, Twin Words activity sheet, 
, pencils, 
",Design a creative learning lesson for a 5th - 8th Grades class inspired by 'an adventure with a special theme'. The plan should include a unique set of engaging activities designed to captivate student interest.
